,6824,Gx,Cyg,,,1943.7+5606
,6857,Pl,Cyg,,,2001.8+3331
,6888,Nb,Cyg,,,2012.0+3821
,6894,Pl,Cyg,,,2016.4+3033
,6907,Gx,Cap,,,2025.1-2448
,6960,Nb,Cyg,,,2045.9+3043
,6991,OC,Cyg,,,2056.7+4725
,6992,Nb,Cyg,,,2057.0+3143
,6997,OC,Cyg,,,2056.5+4439
,7023,+N,Cep,,,2100.5+6812
,7031,OC,Cyg,,,2107.3+5051
,7042,Gx,Peg,,,2113.8+1334
,7067,OC,Cyg,,,2124.2+4801
,7082,OC,Cyg,,,2129.4+4705
,7129,+N,Cep,,,2141.4+6605
,7139,Pl,Cep,,,2146.1+6347
,7156,Gx,Peg,,,2154.6+0256
,7171,Gx,Aqr,,,2201.0-1316
,7177,Gx,Peg,,,2200.7+1744
,7184,Gx,Aqr,,,2202.6-2048
,7218,Gx,Aqr,,,2210.2-1639
,7245,OC,Lac,,,2215.3+5420
,7332,Gx,Peg,,,2237.4+2347
,7354,Pl,Cep,,,2240.3+6117
,7377,Gx,Aqr,,,2247.8-2218
,7392,Gx,Aqr,,,2251.8-2036
,7419,OC,Cep,,,2254.3+6048
,7457,Gx,Peg,,,2301.0+3003
,7463,Gx,Peg,,,2301.8+1558
,7465,Gx,Peg,,,2302.0+1555
,7492,Gb,Aqr,,,2308.4-1536
,7507,Gx,Scl,,,2312.1-2832
,7541,Gx,Psc,,,2314.7+0432
,7562,Gx,Psc,,,2316.0+0641
,7600,Gx,Aqr,,,2318.9-0734
,7619,Gx,Peg,,,2320.2+0812
,7623,Gx,Peg,,,2320.5+0823
,7626,Gx,Peg,,,2320.7+0813
,7635,Nb,Cas,,,2320.7+6112
,7640,Gx,And,,,2322.1+4050
,7742,Gx,Peg,,,2344.3+1046
,7762,OC,Cep,,,2349.9+6801
,7785,Gx,Psc,,,2355.3+0554
,7814,Gx,Peg,,,0003.2+1608
,7832,Gx,Psc,,,0006.5-0343
